x,y
2.462843745497757,2.585227451467282
2.4420824830245165,2.571786636244744
2.487619812480468,2.5890691359295324
2.4318480958620534,2.5332901170504893
2.4898620771570377,2.5171386385697105
2.4665093019086055,2.5615758088503515
2.4734051220892748,2.5754005503153126
2.4582702185494614,2.527687873405403
2.4655779511668365,2.5344220399054596
2.475598161006717,2.5313630244552416
2.455741369707666,2.5442586307254804
2.444995776828344,2.5481085362684195
2.482907969957315,2.5382131128481946
2.4693272164162674,2.558330137617828
2.4832980353190544,2.5648997692399154
2.4587771222925663,2.5204816375993877
2.497511194470444,2.5574926977135877
2.472772268641826,2.534141689854409
2.4906832049539265,2.571626524953783
2.47694652453312,2.5711200360698467
2.465566502416408,2.527442117755023
2.4695727452968894,2.578364511728892
2.4083599967178864,2.5571094507635195
2.444891047231214,2.534015557075855
2.4300324668863955,2.5142698949000515
2.430070482367222,2.513604711349832
2.4793098151798443,2.5343848227588524
2.4495563179093067,2.571275274339815
2.4693415613333167,2.5444485991236903
2.4762405141144757,2.565244770649448
2.4832980353190544,2.5648997692399154
2.4488336644582005,2.5718831480563766
2.4762283943690195,2.5445991830141232
2.4275700577721,2.5308275306189243
2.469272680597343,2.5652516971812527
2.445246198977612,2.541094143085617
2.4620439681481985,2.5517848399094922
2.5075943878892892,2.561633800588148
2.4699732817163604,2.5787654856137414
2.475928984432391,2.558882832953076
2.448073021614971,2.517781985787919
2.3985724034410496,2.5671313079664047
2.4178480303905867,2.5543746651592216
2.441459032533187,2.5102111305888752
2.4417973853475394,2.54448707236777
2.428216929576096,2.54427563277998
2.378382086091693,2.524541292488044
2.421155153361211,2.5719383446924873
2.4002917138928455,2.537385897429926
2.4101587455759717,2.569093402231121
2.3758356496427773,2.560860424764204
2.413594931214289,2.56562782637162
2.372452257476327,2.5166128416688522
2.4035875258834434,2.5338316905564833
2.3960246518344843,2.541562937161118
2.4194917233978157,2.6225382403650674
2.4454001106054317,2.582300321845814
2.394600770196807,2.5437584250984666
2.4207713077204893,2.530759305788529
2.44891158501662,2.544106244204605
2.4489440167527596,2.5650017904934153
2.421330816354867,2.544046125780496
2.3972567227809405,2.5888504343762406
2.421234265070436,2.5439496575285347
2.409353718380127,2.5906462498862055
2.408453034454335,2.570711723376148
2.4461496720271296,2.5881427815611566
2.39644787782585,2.5758452867799595
2.3974851148006024,2.5819918578484735
2.4456670445263606,2.5751943998687534
2.4138321600980626,2.5375612287697074
2.424293445120706,2.5141615707788993
2.4618703000104922,2.565410954827716
2.4691046809576833,2.5308952930496753
2.451618351484501,2.5346855595715687
2.4304769091375773,2.500483047487389
2.4275445281277666,2.5378335811380053
2.4620926831705328,2.5515848474322764
2.4108669677941554,2.486294327553779
2.3845341971201877,2.4985905110177224
2.401774010107737,2.509694423293561
2.4009350895029176,2.517003728110695
2.3758731930918344,2.472282049137333
2.3579917525605856,2.4485375269559686
2.4203291696499116,2.3357550765903974
2.2035722466048333,2.3491718064755625
2.226001244310323,2.241078019880319
2.460915471258047,2.594174376400099
2.5262072557598403,2.6056648470880908
2.4327384206529192,2.5882420115439326
2.2645383427782453,2.4648805264571125
2.489701020381103,2.510298965715177
2.5889200507014527,2.6031732952668962
2.2228028112995983,3.118267527465445
1.7558412671993209,3.37828930818713
1.4090554902152792,3.681762492438779
1.1017990764789893,3.8261506598567867
1.1555405570674921,4.007358196475105
1.3653117153055059,4.0643795039991035
1.2770294918656246,3.9854519475495493
1.2246940582534733,4.071422580151027
1.3909896136322257,4.058251961996167
1.246860080016576,4.046168184729903
1.2941837498934672,4.0750319601800795
1.3464719749410654,4.0581257366039685
1.2286120455836986,4.098781853292524
1.2897532130985339,4.053148575213943
1.2656276185491373,4.091743241642097
1.3054058859242272,4.049385004864946
1.2408780965617172,3.987767469535357
1.341155979878172,4.201567078324261
1.3247127671952004,4.0992187692123805
1.2723469257456228,4.093261632670108
1.2706001764654116,4.025492259091572
1.2899058779846038,4.10942636694171
1.3119799357121755,4.0956141033965485
1.3126360896282347,4.084908063956588
1.240170244856177,4.01075190499273
1.2627249608068691,4.01320015817124
1.2786417528850331,4.034851622135518
1.2601028309077504,4.066839876130774
1.2894382530118056,4.046245214104885
1.227463171273097,4.065937083295502
1.310519662810204,4.07795464135381
1.2393466976567455,4.084778469114564
1.0913637193600871,4.172007565579977
1.2722457663227809,4.0347474792692655
1.2453836432188508,4.032748871314211
1.1978050243042038,4.001824275597289
1.1662721894575472,3.8809507251902935
1.149793763107202,3.6721212496796136
1.5381561948441118,3.594715233046118
1.2310229990037187,3.4051433067431938
1.3239551909889418,3.1142094421503725
1.3370787212896302,2.5808799681583325
1.173904166552594,2.2040648213085996
1.2868695613342656,2.0511527456632286
1.2179420856388057,2.139442852851755
1.1056833007095108,2.254599719911845
1.3089355003672938,2.2297363246734783
1.00743930223768,1.7583857119030266
0.5832714683119333,1.4986109291401726
0.5482354904161372,1.2002027765017265
0.7069089361627935,1.2495678102449024
0.5458603496947418,1.0488193882402583
0.42032623328521973,1.3889822050719658
0.7399740400612175,1.258140994639383
0.3815732734363331,1.4081626825532887
0.19375715477024918,1.065359746941559
-0.025292015395643214,1.0973180538295522
0.502138455349045,1.0586847539910362
-0.0691707132545985,1.072967521493301
-0.05025261664666635,1.0608699967774855
0.755667734658277,1.3752630208563743
0.6586130683045914,1.19227945040965
0.7006965179647324,1.2283746888255345
0.6779796255868722,1.2343049426027213
0.7210523857264834,1.207731941801425
0.6615916540205975,1.2395007986585505
0.7540023664470622,1.2344540525356005
0.6834265044310773,1.2196188793237925
0.6914689501683298,1.2203648422594842
0.6917574028291547,1.1902521454701718
0.7108327188140634,1.1878037562821866
0.7451957488997416,1.2270891634129704
0.724245786594083,1.1765822357256617
0.7867755933807303,1.2006449049161183
0.6557948159598783,1.222366671135086
0.7113502833880477,1.2390765756884417
0.3725065673996956,0.9577713171089223
0.7876454753201085,1.2060122024381046
0.7774325673387996,1.2188820756164471
0.752872218310139,1.2377300366243629
0.8531703968524769,1.2642371367194227
0.6887914778649172,1.183401932996471
0.36690923400987047,1.0969780355108245
0.6333972775749107,1.131350677276944
0.8463984155516922,1.192638969056928
1.0371272189069027,1.2584016526305488
1.4097511542502104,1.3405347068861289
1.756042321196824,1.3398674681114005
2.2119134648801513,1.3899414321508092
2.54735371987127,1.4084772664194447
2.726486366477049,1.4284436266784037
3.1053703838748103,1.383603890011763
3.778094927995688,1.4723873854914795
3.7870210912099136,1.4509668726605152
3.779859738160066,1.3947866605401467
3.7888618413119204,1.4037601951874774
3.779580943635026,1.4280511194663956
3.7675236150281166,1.412154875771139
3.772331044632128,1.413514741614128
3.7568472286670564,1.4194402876558225
3.808099897905425,1.427474006428848
3.769419805462392,1.4231498059236378
3.7321746142226044,1.3582149874411427
3.7405296761386184,1.400946666464181
3.748735687109533,1.446570309794419
3.9033228277195016,1.4489503087562694
3.8332136414140203,1.5093984890476346
3.83824332619685,1.4689956538059898
3.868864270564881,1.4602704293736803
3.8400767572370085,1.4542434156086232
3.943567601051717,1.4117990212643652
3.7885612255621908,1.3559299688826645
3.891126213178063,1.4989460512824784
3.8873334882587876,1.3902457104562158
3.9060167512682162,1.6554430720274913
3.817274912714788,1.869696058814938
3.8891551412943,2.1880026673494384
3.9968460401157473,2.370277649788957
3.9419725777966637,2.690218480984032
3.873342548887215,2.8625678861259365
3.880799604704933,3.113886860998477
3.9476922923537883,3.259167301929798
3.943956179909809,3.394380459291421
4.063732686588419,3.625610943092563
4.008902733627836,3.614947310751066
3.8081850171058838,3.572101528548604
3.981253682573558,3.9000650103536536
4.150296343412189,3.644173109909161
4.197246819926729,3.902482675228394
4.0353833977673155,3.7895103261078025
4.243055448229637,3.7463197362772345
4.075005146087268,3.702271833935161
4.114723924047249,3.5559809185234674
3.9642565529606304,3.684259554421817
3.973022754615949,3.6814580108692994
4.014450259003302,3.693293323142224
4.6107998659146405,3.455297708152451
3.706576056749194,3.7488980788812154
3.9559111512640524,3.626699863737472
3.906722088004888,3.8028292701539304
4.158046615682206,3.608934580552441
3.9854669899292907,3.76432189263221
4.053030175617913,3.842753090726607
4.020506700256457,3.853642237856851
4.0541846862688855,3.8586061784362324
3.994466304371914,3.8842897104672347
3.9425529315439887,3.8694267109337606
4.057221422679261,3.699055923754584
3.962167707675113,3.708110177306066
3.802692417778506,3.8110086253874185
3.8151509439884945,3.7407646100755674
3.8202434257790134,3.7952256951830177
3.7783749456731908,3.862648590187893
3.8280492116508507,3.8280492116508507
3.908659201281474,3.75904140146518
3.9147294807171655,3.77707347736895
3.791640637149416,3.841973195122378
3.908980130426999,3.7181544414828758
3.7691572934513413,3.7772430161718002
3.866899726146345,3.82277037243475
3.8011201391243614,3.817489280852046
3.878467244356319,3.8520062616617747
3.8942280145084904,3.7508011107447263
3.794309423722842,3.8548072599393444
3.7808984326154347,3.797302430526612
3.866775656816003,3.7582827909361676
4.075854562182529,3.7028431061362497
3.7870889936366696,3.857441367173644
3.7674090251190395,3.8595148848634833
3.8615955681644483,3.7660011392659576
3.8395375033960772,3.8221746945848327
3.8349723563152494,3.767587986259703
3.7625773254490578,3.8142692048480944
3.7855076609451173,3.845413047554627
3.859808260226832,3.8254278864196216
3.951582000370409,3.7953064342073786
